団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
433675,熊本県,南関町,0.40,88.5,8.4,28.0,93.3,9201
433683,熊本県,長洲町,0.53,90.3,6.9,29.3,93.9,15601
433691,熊本県,和水町,0.25,89.5,10.3,-,95.5,9541
434035,熊本県,大津町,0.76,81.3,6.5,-,97.1,35807
434043,熊本県,菊陽町,0.97,83.3,5.0,24.4,99.4,43335
434230,熊本県,南小国町,0.21,80.1,5.7,-,95.4,3877
434248,熊本県,小国町,0.24,80.5,7.7,4.7,95.0,6730
434256,熊本県,産山村,0.16,74.9,7.1,-,91.4,1416
434281,熊本県,高森町,0.24,77.5,5.6,-,94.5,6121
434329,熊本県,西原村,0.35,85.1,7.2,-,95.4,6729
434337,熊本県,南阿蘇村,0.23,96.6,10.3,41.3,95.1,10285
434418,熊本県,御船町,0.35,84.0,11.6,37.3,93.6,17048
434426,熊本県,嘉島町,0.67,84.7,9.4,76.9,93.1,9891
434434,熊本県,益城町,0.53,86.6,8.8,38.1,92.5,33488
434442,熊本県,甲佐町,0.31,80.1,6.3,32.0,91.6,10326
434477,熊本県,山都町,0.22,79.8,4.6,2.2,92.6,13966
434680,熊本県,氷川町,0.28,95.5,10.5,35.1,92.5,11334
434825,熊本県,芦北町,0.35,86.3,4.3,-,94.9,16141
434841,熊本県,津奈木町,0.23,81.9,2.6,-,94.5,4408
435015,熊本県,錦町,0.39,81.2,8.6,23.1,93.6,10391
435058,熊本県,多良木町,0.24,82.5,7.8,3.3,97.1,9069
435066,熊本県,湯前町,0.16,78.7,5.1,-,91.9,3703
435074,熊本県,水上村,0.16,80.5,11.4,-,93.4,2088
435104,熊本県,相良村,0.20,83.0,8.2,-,95.3,4179
435112,熊本県,五木村,0.22,82.5,8.9,-,94.3,1016
435121,熊本県,山江村,0.15,86.1,10.9,-,95.9,3344
435139,熊本県,球磨村,0.15,73.8,5.4,-,96.0,3219
435147,熊本県,あさぎり町,0.23,84.1,8.3,-,94.0,14815
435317,熊本県,苓北町,0.45,85.1,12.9,49.3,97.9,6758
442011,大分県,大分市,0.89,91.4,5.2,27.8,100.2,477584
442020,大分県,別府市,0.57,91.1,2.9,-,100.1,113454
442038,大分県,中津市,0.51,89.7,5.9,37.5,101.3,83110
442046,大分県,日田市,0.41,88.5,4.1,-,100.1,62983
442054,大分県,佐伯市,0.33,92.8,8.7,-,100.2,68364
442062,大分県,臼杵市,0.38,88.1,7.4,-,100.4,36830
442071,大分県,津久見市,0.41,91.1,9.5,-,99.4,16307
442089,大分県,竹田市,0.25,93.4,4.6,19.9,99.7,20412
442097,大分県,豊後高田市,0.30,83.6,4.4,-,99.9,22294
442101,大分県,杵築市,0.34,85.6,8.5,0.6,96.2,27638
442119,大分県,宇佐市,0.42,91.4,6.7,12.1,99.6,54000
442127,大分県,豊後大野市,0.28,87.0,5.0,-,100.3,34082
442135,大分県,由布市,0.42,89.3,6.9,21.4,100.4,33811
442143,大分県,国東市,0.30,88.9,4.5,-,100.9,26543
443221,大分県,姫島村,0.11,75.5,4.5,-,81.1,1878
443417,大分県,日出町,0.57,85.1,7.6,37.2,98.3,28240
444618,大分県,九重町,0.34,82.2,5.1,-,99.6,8916
444626,大分県,玖珠町,0.36,88.5,2.9,-,100.2,14694
452017,宮崎県,宮崎市,0.69,84.0,6.6,41.6,98.9,400918
452025,宮崎県,都城市,0.54,91.2,4.8,-,98.6,162572
452033,宮崎県,延岡市,0.50,89.2,7.7,4.0,99.6,119352
452041,宮崎県,日南市,0.40,89.3,9.3,53.2,99.1,50958
452050,宮崎県,小林市,0.38,90.8,11.5,77.3,97.2,44047
452068,宮崎県,日向市,0.54,87.8,10.7,40.8,99.0,59953
452076,宮崎県,串間市,0.30,89.6,6.5,51.3,98.9,17394
452084,宮崎県,西都市,0.39,85.6,2.9,-,97.0,29190
452092,宮崎県,えびの市,0.35,89.1,3.1,-,98.3,18267
453412,宮崎県,三股町,0.45,86.0,5.3,-,95.8,26098
453617,宮崎県,高原町,0.27,87.1,7.4,-,97.0,9009
453820,宮崎県,国富町,0.49,87.7,9.6,78.1,96.5,18923
453838,宮崎県,綾町,0.28,86.3,7.4,35.4,95.3,7112
454010,宮崎県,高鍋町,0.53,81.6,14.0,-,96.0,19978
454028,宮崎県,新富町,0.46,85.4,7.7,-,97.0,17048
454036,宮崎県,西米良村,0.14,79.9,7.4,-,93.0,1086
454044,宮崎県,木城町,0.89,76.7,3.6,-,96.6,4987
454052,宮崎県,川南町,0.45,81.4,7.8,-,94.4,15284
454061,宮崎県,都農町,0.31,82.6,8.3,-,94.9,10333
454214,宮崎県,門川町,0.40,83.7,5.4,-,97.2,17644
454290,宮崎県,諸塚村,0.24,72.3,5.6,-,92.5,1542
454303,宮崎県,椎葉村,0.17,78.9,10.7,-,92.3,2637
454311,宮崎県,美郷町,0.18,82.3,7.0,-,96.7,4994
454419,宮崎県,高千穂町,0.24,83.1,5.7,-,98.1,11655
454427,宮崎県,日之影町,0.17,79.0,6.3,-,95.7,3726
454435,宮崎県,五ケ瀬町,0.15,87.2,6.0,-,99.7,3606
462012,鹿児島県,鹿児島市,0.71,88.4,3.8,25.6,99.5,600318
462039,鹿児島県,鹿屋市,0.48,88.1,5.8,-,97.6,101522
462047,鹿児島県,枕崎市,0.41,84.1,8.4,-,97.0,20020
462063,鹿児島県,阿久根市,0.36,85.6,6.7,-,95.8,19314
462080,鹿児島県,出水市,0.42,86.9,7.7,-,98.2,52646
462101,鹿児島県,指宿市,0.36,85.1,9.3,46.5,99.0,39138
462136,鹿児島県,西之表市,0.27,86.9,9.7,1.7,96.5,14725
462144,鹿児島県,垂水市,0.30,88.7,8.3,-,95.8,13885
462152,鹿児島県,薩摩川内市,0.55,86.7,7.7,-,97.5,93176
462161,鹿児島県,日置市,0.39,84.2,7.2,16.8,96.4,47452
462179,鹿児島県,曽於市,0.30,84.7,7.7,-,97.9,34075
462187,鹿児島県,霧島市,0.54,83.3,6.6,-,97.8,124826
462195,鹿児島県,いちき串木野市,0.39,90.2,11.7,42.8,96.4,26800
462209,鹿児島県,南さつま市,0.29,89.0,7.3,-,95.5,32909
462217,鹿児島県,志布志市,0.38,80.3,10.1,-,97.1,30179
462225,鹿児島県,奄美市,0.27,88.9,9.6,27.4,98.3,42157
462233,鹿児島県,南九州市,0.35,87.8,6.9,-,98.0,33478
462241,鹿児島県,伊佐市,0.37,85.3,8.3,-,99.1,24509
462250,鹿児島県,姶良市,0.51,83.8,11.2,54.4,99.6,77904
463035,鹿児島県,三島村,0.06,89.4,11.9,-,92.7,388
463043,鹿児島県,十島村,0.07,83.3,6.5,-,95.9,681
463922,鹿児島県,さつま町,0.36,84.4,4.3,-,95.4,20050
464040,鹿児島県,長島町,0.18,85.3,8.5,1.8,97.1,10017
464520,鹿児島県,湧水町,0.32,83.5,8.5,-,96.2,8869
464686,鹿児島県,大崎町,0.35,75.7,8.1,-,94.7,12448
464821,鹿児島県,東串良町,0.32,88.3,7.7,-,95.4,6540
464902,鹿児島県,錦江町,0.19,82.1,6.1,-,96.5,6939
464911,鹿児島県,南大隅町,0.17,89.6,10.2,-,95.6,6604
464929,鹿児島県,肝付町,0.28,89.6,6.5,-,96.5,14548
465011,鹿児島県,中種子町,0.22,86.7,10.2,16.5,97.1,7629
465020,鹿児島県,南種子町,0.24,86.6,11.2,18.2,98.0,5429
465054,鹿児島県,屋久島町,0.24,83.4,11.6,-,96.4,11938
465232,鹿児島県,大和村,0.09,88.1,9.4,-,92.9,1430
465241,鹿児島県,宇検村,0.09,90.5,9.0,-,93.8,1667
465259,鹿児島県,瀬戸内町,0.16,86.3,8.3,-,92.6,8612
465275,鹿児島県,龍郷町,0.17,81.0,9.0,-,96.1,6054
465291,鹿児島県,喜界町,0.16,78.1,9.8,-,95.0,6747
465305,鹿児島県,徳之島町,0.23,81.8,7.2,10.8,88.8,10417
465313,鹿児島県,天城町,0.15,84.6,6.9,8.6,91.9,5694
465321,鹿児島県,伊仙町,0.12,82.1,9.7,58.4,88.4,6483
465330,鹿児島県,和泊町,0.18,85.2,16.4,61.5,92.4,6325
465348,鹿児島県,知名町,0.16,84.7,10.7,15.5,89.5,5727
465356,鹿児島県,与論町,0.15,86.6,9.1,9.4,87.6,5150
472018,沖縄県,那覇市,0.83,84.6,8.5,52.4,97.8,318339
472051,沖縄県,宜野湾市,0.67,89.4,7.0,57.6,95.0,100317
472077,沖縄県,石垣市,0.46,89.3,7.0,76.7,96.5,49745
472085,沖縄県,浦添市,0.81,88.1,5.4,15.7,95.5,115744
472093,沖縄県,名護市,0.45,88.7,5.7,21.7,94.8,64036
472107,沖縄県,糸満市,0.53,86.4,8.2,26.5,94.5,62375
472115,沖縄県,沖縄市,0.58,88.7,5.9,27.9,96.4,143119
472123,沖縄県,豊見城市,0.64,83.4,9.2,93.0,97.7,65940
472131,沖縄県,うるま市,0.48,91.3,6.5,-,96.0,125701
472140,沖縄県,宮古島市,0.36,83.0,7.9,33.1,94.6,55466
472158,沖縄県,南城市,0.37,80.3,6.1,-,97.6,45577
473014,沖縄県,国頭村,0.21,74.2,7.1,-,92.2,4596
473022,沖縄県,大宜味村,0.40,88.1,8.6,-,96.4,3049
473031,沖縄県,東村,0.15,77.8,9.3,-,91.7,1721
473065,沖縄県,今帰仁村,0.27,75.9,8.1,1.9,91.2,9370
473081,沖縄県,本部町,0.35,88.2,10.1,17.4,92.8,13107
473111,沖縄県,恩納村,0.60,68.8,4.8,-,97.2,11082
473138,沖縄県,宜野座村,0.31,74.1,8.5,-,95.7,6253
473146,沖縄県,金武町,0.38,79.1,4.3,-,96.9,11487
473154,沖縄県,伊江村,0.16,79.5,4.6,-,94.8,4434
473243,沖縄県,読谷村,0.62,80.1,4.5,-,98.1,41793
473251,沖縄県,嘉手納町,0.61,76.1,▲ 0.1,-,96.8,13271
473260,沖縄県,北谷町,0.82,74.0,4.4,-,94.9,29016
473278,沖縄県,北中城村,0.67,81.6,5.6,53.7,99.6,17892
473286,沖縄県,中城村,0.63,74.1,6.1,7.9,99.7,22223
473294,沖縄県,西原町,0.66,80.7,7.5,32.5,97.6,35582
473481,沖縄県,与那原町,0.47,84.6,6.5,101.8,98.0,20071
473502,沖縄県,南風原町,0.64,78.4,10.1,49.6,99.4,40584
473537,沖縄県,渡嘉敷村,0.10,83.5,5.9,-,95.2,716
473545,沖縄県,座間味村,0.10,85.2,10.7,99.0,94.5,920
473553,沖縄県,粟国村,0.10,91.5,7.6,44.6,91.1,681
473561,沖縄県,渡名喜村,0.07,73.9,6.3,-,89.8,341
473570,沖縄県,南大東村,0.15,77.4,8.6,-,90.1,1230
473588,沖縄県,北大東村,0.12,79.1,8.3,-,90.3,561
473596,沖縄県,伊平屋村,0.10,77.2,3.4,92.9,90.2,1205
473600,沖縄県,伊是名村,0.11,85.2,7.0,-,95.7,1315
473618,沖縄県,久米島町,0.20,83.7,5.1,-,93.9,7585
473626,沖縄県,八重瀬町,0.43,78.3,8.8,23.8,97.1,32146
473758,沖縄県,多良間村,0.11,74.6,7.3,-,79.1,1092
473812,沖縄県,竹富町,0.15,78.8,6.7,27.2,96.0,4295
473821,沖縄県,与那国町,0.15,86.5,7.1,-,84.5,1693
